index,text,quality,difficulty,prof_name
6272,My favorite prof. at LSUE. Definitely go out of your way to schedule her.,5.0,2.0,Robichaux Sheila
6273,"Professor Shultz has had a lot of real-world experience, which is good when she is grading and giving feedback. She is a bit tough to reach outside of class but you'll eventually get an answer. She goes through a lot of assignments in class, so if you show up to class you'll get a good grade. She calls people out when they're late to class.",3.0,2.0,Susan Shultz
6274,This is one of the very rare classes that is low stress but you you will learn real applicable knowledge. The level of difficulty is low however you still have to do the work and show up to class to receive the necessary credit.,5.0,2.0,Susan Shultz
6275,Easiest A you could get in college.,5.0,1.0,Susan Shultz
6276,Shes absolutely awesome. Probably the easiest Professor in the world. She doesnt expect much and gives a lot of extra credit points. Can be a little lax but shes sweet. I took 2 classes with her and she was extremely cool about her course expectations. Project is easy and requires very less effort. Would take her again and again. Love her!,5.0,1.0,Susan Shultz
6277,"She was an easy grader, class was about 30-45 minutes tops. Watched videos, answered discussion questions and did a big project towards the end. Overall, easy A, she is very nice and responds to emails within a day",5.0,1.0,Susan Shultz
6278,"You can show up, put little effort in and pass. She isn't ""hard"". However, she has so much knowledge. Pay attention, ask some questions and you'll learn a lot. She has stories about her selling days and is willing to give you advice. We watch a few videos, get extra credit, participation, learn, and take away real knowledge.",5.0,1.0,Susan Shultz
6279,"EASIEST PROF EVER! 2% effort was put into class. Exam was watching a YouTube video and filling out 5 questions about it. Class only lasts 45 min tops. Very light work load & no points off for late work. Downside, very unorganized and kind of scatterbrained.  No book or access code. You'd have to try harder to fail this class instead of pass it.",4.0,1.0,Susan Shultz
6280,Good teacher. She is very practical and you will learn a lot from her.  Don't skip her class as there are many in class assignments but they are very easy. Her exams are easy too. You don't need any textbook as everything comes from the powerpoint. Just attend her class and get an A.,4.0,1.0,Susan Shultz
6281,Absolutely Loved Having Her As A Teacher. Her Class Was Very Easy But I Learned Alot About Marketing. She Was Also Very Helpful When Its Comes To Assignments . Would Definitely Take More Of Her Classes. ,5.0,1.0,Susan Shultz
6282,"Easy A, but the class was pointless. Didn't learn a single thing. She gets off track way to easily in lectures. Exams are just the review questions she posts on blackboard. Class should have just been completely online instead of meeting one day a week. You don't even need the book. ",2.0,2.0,Susan Shultz
6283,"So unclear about everything. You will be clueless about what youre supposed to do and when assignments are due. Just dont take her, take this class with Deidre and then you will learn something!",1.5,1.0,Susan Shultz
6284,"It's no wonder so many freshman are giving her such high scores, her classes are ridiculously easy. I learned next to nothing. She is nice though, and if you want an easy A I would take her for sure. Do not buy the text book, the syllabus says it is required but you won't use it once.",4.5,1.0,Susan Shultz
6285,JOKE. I learned more about time and territory management during my summer internship.,1.5,2.0,Susan Shultz
6286,"This teacher is amazing! she grades super easy, shows videos, does power points, and tells you exactly what will be on exams. she also does tons of examples for the capsim project. i definately want to take another class with her.",4.5,1.0,Susan Shultz
6287,"Great teacher, and she uses a ton of examples. The reports are a pain but they actually do make sense in the long run.",5.0,2.0,Susan Shultz
6288,This professor has experience and knowledge in/of the business world.  She stays up-to-date on many topics and keeps the class interested and throughout her lectures.  She also has many theories on teaching and how students learn and apply them to class.  She also takes real-world scenarios and applies them to her classes.,4.5,1.0,Susan Shultz
6289,Nice Prof. Simulation sucks!!!! Test were easy. Don't take notes they are online. Have to do a Presentation of Wall Street Journal Article.,2.5,4.0,Susan Shultz
6290,"Nice prof, easy class. She does take attendance.  There really is no reason to take notes, as they are online.  She also puts the study guide online before each test, and it is almost word for for as the tests.",4.0,1.0,Susan Shultz
6291,"Terrible professor.  Lazy, doesn't care about her class at all, lucky if she shows.  Doesn't know subject matter or business well.  Professors like this make UT look bad.  Up side, it's easy to get a good grade.",2.0,2.0,Susan Shultz
6292,Very easy class. Did feel like taking notes was pointless because she sends you a powerpoint with the exact questions for the quizes...,4.0,1.0,Susan Shultz
6293,Professor is really sweet and caring. Homework isn't mandatory or graded but I suggest trying a few problems. She is really good at teaching effectively and looked forward to going to her class (I hate math). Gives LOTS of extra credit and chances to redeem your grade if necessary. Never had a problem with her accent.,5.0,2.0,Angelica Hrinca-Diaconescu
6294,"She was very helpful. You need to do a lot of work in her class on your own, but thats math. I suggest going through each section before class the day of or night before. Do homework to get ready for quizzes and if you are doing well on quizzes exams go well and are really easy. Exams are major for points but have 10% worth of extra credit on them",5.0,3.0,Angelica Hrinca-Diaconescu
6295,"I have always hated math and almost failed every math class I've ever taken. Angelica is the best professor I've had to date in my college career, between 2 different college's. She cares about her students deeply, and will always stay after to answer extra questions. She makes sure you fully understand the material before moving on. Take her class",5.0,2.0,Angelica Hrinca-Diaconescu
6296,Shes so nice doesnt explain that well but shes an awesome teacher and the class isnt that bad,5.0,5.0,Angelica Hrinca-Diaconescu
6297,"She is super nice and helpful, she is always making time for her students outside of class if they need it. You can use notes on all of her quizzes and she gives you points for showing up to class. The exams are kinda difficult though because they are from main campus but I am taking her again next semester!",4.0,3.0,Angelica Hrinca-Diaconescu
6298,She is so helpful,5.0,1.0,Angelica Hrinca-Diaconescu
6299,"Angelica is the most helpful, caring, and thorough math teacher I've ever had. If you get to know her, she is awesome! Math is based off of the basic skills learned in pre algebra, and yes, Angelica assumes that you know that... Unless you speak up!!! Lowest 3 quizzes are dropped and notes can be used on them. I am following her to future courses.",5.0,2.0,Angelica Hrinca-Diaconescu
6300,"Angelica is an amazing person. Sometimes it is a bit hard to follow the way her mind works but if you speak up and ask her to re-explain something 9/10 everyone else was thinking it too and she is very kind when revisiting a problem. Overall, one of my favorite instructors at Newark.",4.0,3.0,Angelica Hrinca-Diaconescu
6301,"Very unorganized and the whole class is based on the textbook. Quizzes are 2-3 times a week. Very confusing to understand sometimes you're better off going through and teaching yourself in the book. Test are manageable if you stay with the homework. She gives main campus test and homework. However, she is very caring and really wants you to do well",2.0,3.0,Angelica Hrinca-Diaconescu
6302,I heard so many great reviews about this professor so i decided to take her class. She is extremely sweet and means well- she really cares for her students. BUT she does not teach material efficiently. She goes over content and assumes you already know it. Her accent is a little tough to understand. And occasionally she is very unorganized!,2.0,3.0,Angelica Hrinca-Diaconescu
6303,I love her. :),5.0,3.0,Angelica Hrinca-Diaconescu
6304,she's a vary caring woman and she will always give you help if you need it. she's also easily approvable,4.0,3.0,Angelica Hrinca-Diaconescu
6305,She is by far my favorite Professor. She answers all your questions and really cares for her students. She was very helpful if you don't pass then it's because you didn't try because she does everything she can to make sure you get an A.,5.0,3.0,Angelica Hrinca-Diaconescu
6306,"This is by far the worst mathematics teacher I ever had. Although this teacher is super sweet and really cares for her students, her teaching style will leave you completely confused. I spent more time on her class trying to re-teach myself material she already discussed in class than focusing on my other classes. One tip: Beware.",2.0,4.0,Angelica Hrinca-Diaconescu
6307,"Best math teacher i've had so far.  If you come to class and do your homework even though it is not manadotory you will get an easy A! You have to come to class to take quizes everyday, but there are only 5 points!",5.0,1.0,Angelica Hrinca-Diaconescu
6308,"My favorite professor of all times! Completely interested to help students. A lot of people say they cannot understand her but she has been in this country for over 20 years. Exams are straight from the book, just numbers are changed. Always willing to help. I had her for 1148 and 1149. An A is achievable but study literally everyday for it.",4.0,2.0,Angelica Hrinca-Diaconescu
6309,"Very nice lady, always willing to help. Accent is a bit tough. What I do not like is it seems as though she does not want to teach material. She assumes you know everything already or if it is easy to her then it's supposed to be easy for you. Rushes because she is too worried about time.",3.0,3.0,Angelica Hrinca-Diaconescu
6310,she is clear on all of her mathematical explanations,4.5,2.0,Angelica Hrinca-Diaconescu
6311,She is really sweat. Make sure you don't miss your quizzes because she will not let you make it up.,4.0,1.0,Angelica Hrinca-Diaconescu
6312,Teaching is not her thing. Couldn't understand her. Got a tutor and still failed the class. Screwed up my GPA. Totally not worth it. Over half of my class failed. STAY AWAY!,1.0,5.0,Angelica Hrinca-Diaconescu
6313,"Amazing class. Actually made money off the skills I learned from Garver. If you want to understand what quality audio really is, this is the guy.",5.0,3.0,Andrew Garver
6314,"He knows what he's talking about; he has a great personality/sense of humor;  he gives feedback and will make you do your best; he's helpful and wants to see students succeed. I would definitely take his classes again. And I know it's not what matters, but he's very easy on the eyes. :)",5.0,1.0,Andrew Garver
6315,"Garver is the best professor at USC.  If you have a passion for Music Tech, Garver is the MAN! He literally knows EVERYTHING. I brought him my personal mixes privately after every class and he was always happy to help. If you truly want to be an audio pro, he'll take you there. (BTW took 5 of his classes, Mastering and Mixing were my favorites). ",5.0,2.0,Andrew Garver
6316,Great class.  My mixes are so much better.  Just do the work and pay attention to the details.  He goes off on the little mistakes so you don't make them when it matters.,3.5,3.0,Andrew Garver
6317,"He is blunt and rude, but sometimes in a funny way. Class material can be difficult to understand. Don't tune out! Pay attention and take good notes and you'll get an A. He gives out pop quizzes after each series of lectures. Midterm/final not hard at all.",3.0,3.0,Andrew Garver
6318,Garver is one of the better professors in the music industry program. His tests are rather easy if you can memorize the information from his powerpoints and use a little bit of critical thinking. I got an A without much effort. Just studied for the tests the night before.,4.0,1.0,Andrew Garver
6319,"he's a really cool guy, but with type of subject matter, you'd think he could make it a little more interesting. even lab is a sleeper, though you'll regret it since class participation is 20% of grade!",2.0,4.0,Andrew Garver
6320,Really cool professor and uses a lot of good comparisons to help you understand concepts. He's pretty entertaining too. Go to class if you want a decent grade and go to lab if you want an A. Labs definitely make everything way easier to understand.,5.0,3.0,Andrew Garver
6321,"Seems like he is a great engineer but lectures are not clear. He's trying to teach us that listening goes far in the music field, but if you are learning something for the first time, it takes a real professor to teach it to you and he isn't it, he's an engineer talking engineer lingo.  He has a very cool personality though.",1.5,5.0,Andrew Garver
6322,"Garver's classes are really tough, but you learn so much! Make sure you go to class and pay attention though, or you'll fall behind. If you're interested in anything technical, take his classes!",4.5,5.0,Andrew Garver
6323,"Garver is a really cool guy, and is really knowledgeable in the subject. The course isn't extremely hard, but its not easy; if you're interested in music industry you should be able to pass, no problem. I look forward to having Garver for other muin classes.",4.0,4.0,Andrew Garver
6324,No Comments,1.0,4.0,Andrew Garver
6325,Ms. Brock is so caring!! She really cares about student's progress and always willing to help students! She is amazing!!,5.0,2.0,Elizabeth Brock
6326,Lizzie Brock is one of the best English teachers I've ever had. She is very caring and understanding and makes sure you are working to the best of your ability. She also gives one on one time for those who need it. She really want you to learn the material and pass.,5.0,3.0,Elizabeth Brock
6327,"If you hate English then taker her class. Her class discussions are super helpful and inspiring. yes, she can essays can be difficult but go to her office hours. she is there 100% for her students.",5.0,3.0,Elizabeth Brock
6328,She will teach you all of what you need to learn and know in Eng9293 class. She will encourage and guide you to be able to write an essay of your best. The class was very fun for me. I like this class. I suggest you to take her class.. :D,5.0,2.0,Elizabeth Brock
6329,"Professor Brock is an amazing English professor. She really cares about her students and wants them to become successful. Her lectures are really clear. I strongly recommend her. She is really engaged with the in-class-discussion. Attendance is mandatory. Although the essays are challenging, she offers her office hours for additional helptutoring.",5.0,3.0,Elizabeth Brock
6330,"Very good teacher. Always there for u and gives very clear feedback on your essays in order to lead you to good grades and success. Average load of work, you will get an A if u put enough effort in it. Love her teaching styles best English teacher ever she encourages students to learn and makes you think deep about your essay topic.",4.5,3.0,Elizabeth Brock
6331,"Really good professor. Interesting and engaging class filled with debates, discussions, and she really cares about students input. You have to really work hard on those essays though. I wish she taught a higher level of english",4.5,3.0,Elizabeth Brock
6332,She is the best Engl teacher.  She explains clearly on essay and very helpful. She tells u what to do to improve your essay. She also very organized,5.0,3.0,Elizabeth Brock
6333,"I took her class last fall. She is one of my best instructor in city college. I learned a lot. I used to be the ESL student and after ESL 150 I took the placement test again and placed in her class. At the beginning it was challenging to be in the same class with native speakers, but I learned a lot and gain confidence to speak. I got A from her.",5.0,1.0,Elizabeth Brock
6334,I love her i was going threw somethings and she motivated me as much as she could unfortunally i had to drop the class but Im going to take her again this semester She really is deadicated to her students and i would meet with her like everyday so i can pass the class shes young but very inspireing :),5.0,2.0,Elizabeth Brock
6335,Take her class! She is great!,5.0,1.0,Elizabeth Brock
6336,Very good teacher please take her!!!,4.5,2.0,Elizabeth Brock
6337,Great Teacher! Shes very nice and approachable. She requires at least one meeting with her to discuss what needs to be worked on and how you're doing in English.,5.0,3.0,Elizabeth Brock
6338,Great teacher! Love Ms. Brock. Hard grader only because she wants to see everyone succeed. Take her class!,5.0,3.0,Elizabeth Brock
6339,She is very nice person and amazing teacher. It seems like she has a lot of patience. Also she is very helpful.I adore her!If you'd like to have a really good teacher who will care - take her class!,5.0,4.0,Elizabeth Brock
6340,"She has been by far the greatest english professors I've ever had. She so kind and helpful. You'll learn really cool things in her class. I was very disappointed when I found out she wasn't teaching 93. If she taught a higher level of English like 96,1a, or 1b, I would take her in a heartbeat.",4.5,3.0,Elizabeth Brock
6341,I had this teacher a year  ago and i had to say that she is very diffcult and hard to understand. she is a pusher and offensive. don't take her.,3.5,5.0,Elizabeth Brock
6342,Mrs. Brock is nice and she explains everything very well. If you still don't understand go talk to her in office hours. Class discussion and group discussion is fun in this class. I would recommend anyone to take her!,5.0,3.0,Elizabeth Brock
6343,"I love Ms. Brock. If you're looking for a teacher who's organize, straight forward, and understanding, take this class.",5.0,2.0,Elizabeth Brock
6344,"Ms. Brock squeezes ever single minute out of class, letting no minute go to waste. She is very helpful and gives reasonable amounts of(very easy)homework. I love her class and her discussions, however don't come in late, you don't want to miss a thing, moves fast at times, which is a good thing.",5.0,2.0,Elizabeth Brock
6345,"Great down-to-earth professor. Lectures aren't ""mandatory"", but he uses clickers so you answer questions throughout lecture, however your answers aren't graded based on correct/incorrect, it's simply counted if you particpated or not which counts toward your overall grade. Online weekly quizzes (Easy As). Exams are easy too if you attend lecture.",4.0,3.0,Kent Redding
6346,"Attendance isn't really mandatory, however, Redding makes everyone answer questions during class, and they count towards your grade. So if you don't attend class, you can't really answer them. There's a lot of reading to do, but besides that, there's not really much homework. In total, you write 2 esseys and take 3 exams. It's not a bad class!",4.0,3.0,Kent Redding
6347,"Redding is an easy grader and gives lots of wiggle room for attendance and assignments. Tests are extremely easy, if you show up to lecture and do your homework youll pass. Redding is always reminding us to come to his office hours and is ready to help whenever we have problems. Great prof, easy class.",5.0,1.0,Kent Redding
6348,"Redding is by far the best professor Ive ever had! He makes his class super interesting and he likes to hear his students options and ideas very frequently. As long as you read the textbook and do your part, youre guaranteed to get an A in the class. He also posts videos of his lectures online so if you miss a class, you can easily catch up!",5.0,2.0,Kent Redding
6349,"Professor Redding is the reason I decided to major in sociology. This class gives a broad view of a lot of subtopics within sociology. You'll definitely learn something you never knew before that will come in handy. The lectures are beyond interesting. You have readings with quizzes, participation, three reflective essays and some exams. LOVED it.",5.0,3.0,Kent Redding
6350,"MUST read textbook, assigns 1-4 readings before each class on top of it, various lengths. Super into presentations. Blue book exams. This class was harder than my 600 level class for my major, he throws a lot of information at you, most of which will go over your head if you skip a reading. Be prepared to participate, if you don't you won't pass.",1.0,5.0,Kent Redding
6351,"Redding genuinely cares about Sociology and is excited to teach! He does clicker questions in class, in which you need to complete 75% of to be considered for full points in participation. Attendance is NOT taken, however, the clicker questions are basically your attendance for the day. He is one of the best teachers I have ever had take Soc101!",5.0,3.0,Kent Redding
6352,"By far one of the best teachers I have ever come across. He is very genuine and caring, you can see it in every lecture. The class is a lot of work but as a Sociology major, it was everything I had hoped for and some. Highly recommend to anyone that wants a teacher who addresses current events or issues in lecture. He is woke!!!",5.0,3.0,Kent Redding
6353,"This was hard for a 101 course, but still reasonable overall. He drops one of your exams, so the grading scale is somewhat forgiving. I did well on the first 3 exams and didn't have to take the final. Pay attention to sociologists and their theories; they are on every exam. Read wisely; spend time on topics with which you struggle. STUDY FOR EXAMS.",4.0,3.0,Kent Redding
6354,"Redding recommends we read all of the material he posts to D2L as well as the textbook which may seem like a lot, however, as long as you skim the readings and chapters you'll be fine.",5.0,2.0,Kent Redding
6355,"Really enjoyed listening to his lectures, he seems like a very normal guy rather than a typical college professor.  Fair amount of assignments and grades fairly.  Definitely have to work for it. Tests are not easy. If you take good notes and study, you will do well.  Definitely attend discussion.",4.0,4.0,Kent Redding
6356,"As a freshman Biochem major I took this as a prereq, and for being a level 100 class it was very rough. I missed only 2 lectures, took all the notes, did all the readings, and did all of the study guides he provided but struggled to maintain a C. The tests are very hard, I would recommend to take Psych 1o1 instead.",2.0,4.0,Kent Redding
6357,"This class did not feel like an intro class. 4 exams and 3 papers, and worksheets that were basically quizzes in discussion. The material he presents was very, very heavy and a lot to process. Gives study guides for exams but it wasn't much help. Exams were tough! goodluck",2.0,3.0,Kent Redding
6358,"Redding is cool! He keeps sociology interesting. Any soc 101 class obviously isnt going to be that difficult. Pay attention to his clicker questions, they often show up on exams. Pay attention, show up, review his study guides and youll be fine. Easy A!",5.0,1.0,Kent Redding
6359,"I would  NOT recommend this class to anyone. As a chemistry major I took  this as a general education social science. He does not post the power points online and expects reading between every class outside the textbook. Less than 10% of people get As on the exams, which is outrageous for a 100 level class. You are much better off taking Psych 101",2.0,4.0,Kent Redding
6360,"I must say, I did enjoy this class. Redding is very passionate about sociology and you can tell. But this class was a bit more difficult than I anticipated for a 100 level course. The class has a total of 4 exams, 3 papers, articles and in class assignments in discussion (quiz style) all which required complex thinking. Hard to unravel study guide",4.0,3.0,Kent Redding
6361,"I took this class for fun. It was more work than I expected. We had to write 3 papers for our discussion section. Tests were not easy, but fair. Clickers are worth 10% just for responding to the questions, you can get all of them wrong. I doubt that many freshman could pull off an A in this class. Really good teacher, nice guy.     :)",4.0,3.0,Kent Redding
6362,"Professor Redding will go out of his way to ensure that you succeed in his class. Nearly every single lecture he reminds students to utilize his often underused office hours if they need to. If you do your end of the job and just even skim the readings, you'll walk out with an A in the class. TAs are competent and overall an enjoyable class.",5.0,1.0,Kent Redding
6363,"Literally just go to class and pay attention. Very easy and interesting class. He puts up all his lecture powerpoints, jeopardy review games and test review sheets online to help you",4.5,1.0,Kent Redding
6364,"Super easy to understand whats going on in lecture. Literally just skim the readings, go to lecture and you will do fine",4.5,3.0,Kent Redding
6365,Good online class.  Professor was willing to work with you when problems came up.,4.0,2.0,Karen Fritch
6366,"I took this class online and it was very easy. I only used the book for her quizes, which all the questions are from the book. The assignments are self explainitory and as long as you follow the instructions it's a A. If you do have questions though (which you probably wont) she takes a little bit to get back to you. Good call over all.",3.5,1.0,Karen Fritch
6367,"Professor Fritch is amazing. Whether you are in the class or online, she has a way of capturing your attention about things you would not ordinarily think about. Her online class is layed out better than most online classes. There is not much homework as long as you stay on top of the assignments. They're simple, just do them and you get an easy A.",5.0,1.0,Karen Fritch
6368,(Online) I would recommend if you take this class you should take Prof. Fritch. Lessons are clear and she is helpful. Sometimes you may have several assignments due at once but there is plenty of time to work ahead to get them done. The are web projects that include designing your own web pages. Good Online professor.,5.0,3.0,Karen Fritch
6369,"online class.Highly recommend her. Laid it all out from day one. You could work ahead. Very organized, easy to follow. Multiple assignments due each week sometimes two weeks but very doable. She answers all emails right away and is very understanding when something happens. Work was fun and educational. Very motivating comments. Loved it.",5.0,1.0,Karen Fritch
6370,"Took this class online, each Project has several Parts to it and due each week. Keep up with the Projects each week and you will do great. Overall a great class and instructor.",4.5,3.0,Karen Fritch
6371,"(online course)Really good communication, lots of projects but easy class overall",4.5,1.0,Karen Fritch
6372,I loved Doug Bous as a professor. He always challenged me to do so much more than what I though I could do and pushed me to be a better 3D Visual Artist.,5.0,3.0,Doug Buis
6373,I found that Doug was very difficult to deal with as he does not listen to his students.  He is too easy on the slackers by giving them lots of breaks but for those who do their work on time it's very frustrating.,1.5,1.0,Doug Buis
6374,I love doug!!! He is amazing. Take his class. You'll love it.,5.0,1.0,Doug Buis
6375,Doug is so funny and gives you a lot of freedom.,5.0,3.0,Doug Buis
6376,Wonderful teacher understanding fun funny and creative,5.0,2.0,Doug Buis
6377,"He is the best teacher in TRU, my major is business, but I had so much fun in this class!",5.0,4.0,Doug Buis
6378,Best teacher I have ever had. He believes in us as students; takes our art seriously. He makes me want to put 1000% into my work and actually exhibit it. Also a great sense of humour.,4.5,4.0,Doug Buis
6379,"Doug does not believe in the grading system, all students are guaranteed a decent grade no matter what they do or don't do. He is more concerned with how you explain your work rather than how it is executed.",4.5,2.0,Doug Buis
6380,"His class was always interesting although he sometimes struggled with technical things, it was confusing to keep up with what assignments you had to do bc he always changed the requirements so basically just go to class to be able to keep up w constant changes. The class is overall easy and fun he is a very fun professor.",5.0,1.0,David Parsons
6381,David was really cool. I took this class online due to COVID and I really enjoyed it. The class itself is not a hard class. I missed several classes and he was able to work with me in order to make sure I catch up on missing assignments. He gives good feedback on how to improve your drawing skills. Really sweet professor.,5.0,1.0,David Parsons
6382,Hes super cool. Great funny teacher. Hes very chill especially with assignments. Wish i got to take his class in person but it was still fun online.,5.0,2.0,David Parsons
6383,"Seemed like a cool guy which I think he can be, tough grader for being a non art major course. Grading criteria not clear and gives feedback at the last minute.",1.0,3.0,David Parsons
6384,Very easy A class the thing is he isnt clear in the beginning of what he wants in the sketch book. So if u take this class take notes & draw whatever he does since day 1  because he grades it out of nowhere. Attendance is required & he is a very funny caring professor. Youll need colored pencils & a sketch book he provides the rest,5.0,4.0,David Parsons
6385,I took arts 301 for non-majors in the summer. I attended every class except on my birthday and I completed all assignments to the best of my ability and he gave me a C+. So annoying because he doesn't really give you a clear direction of what he's asking for. He also doesn't tell you what he's going to grade or how many points each assignment is.,3.0,3.0,David Parsons
6386,Prof. Parsons was a pretty cool teacher. I took his arts and crafts course and it is mostly drawing and painting. One of the biggest assignment of the class is a book that you draw/paint and then bind it yourself.  It's a cool class because you work with lots of new mediums. but be ready to spend around 80$ on supplies. but there is no textbook,4.0,2.0,David Parsons
6387,"This class was probably one of the hardest classes I've taken. It's a lot of work! Do not miss class because you will be very behind. Do as much extra credit as you possibly can, at the end of the semester it will pay off. Work on the sketchbook he assigns. Do not wait wait to the last minute on your final project!! Work on your book way in advance",3.0,4.0,David Parsons
6388,"This professor is definitely one of my faves so far at CSUDH. He is very clear in his instructions and helps you when asked. He gives a step to step demonstration on the different art assignments which makes it easier. There is a lot of work! And I mean ALOT. So don't expect this just to be an easy A. Overall, I loved this class!",5.0,3.0,David Parsons
6389,"He is one of the sweetest professors here on campus. He motivates his students to become confident with themselves. He brings out the best in people. A lot of work but he is very helpful.Loved his class, good therapy.",5.0,2.0,David Parsons
6390,Amazing teacher and class! It's a lot of work and requires focus but the assignments are interesting and allows for you to be creative. He walks you through every step and then turns on music and allows you to be creative. He is helpful and is enthusiastic about helping you. Fun class,5.0,1.0,David Parsons
6391,"He seemed really uptight at first, but prove to be a very kind and helpful professor. He does not do arts and crafts but challenges students to harder assignments. Teaches transferrable art skills you can use later on. His class is a lot of work, but he is a benevolent grader.",5.0,1.0,David Parsons
6392,"This professor is AWESOME! By far one of my favorite classes in all 4 years as a college student. He is mellow but strict. He has great conversations with the students and is very helpful and passionate for ART. If you cant draw, nobody is judging but you. There are a lot of projects, but once he turns on the music he lets your creativity flow.",5.0,4.0,David Parsons
6393,"i loved this class. you cannot take this class thinking its easy because if you do not like art, it wont be. i had him for saturdays and we did a lot but of course we only saw him once a week so we had to get a lot done. I guarantee you will find a great improvement in your drawing and painting skills. do not leave things for last minute. trust me.",5.0,2.0,David Parsons
6394,Professor does not teach the course guideline.  Feels that arts and craft is too beneath him and only teaches fine arts.  This class is not for fine arts.,1.0,5.0,David Parsons
6395,"Of all the classes I have taken at CSUDH, this class was by far the hardest one ever.  I took a Saturday class thinking it would be an ""easy A"" but I never worked so hard!  So many assignments and the book at the end was such a chore to make.  He is very nice and very mellow and yes his slow way of speaking can put you to sleep but overall it was a",3.5,4.0,David Parsons
6396,The professor made us buy a lot of material on our own or we could get it from him for about $150. I suggest you share supplies with a classmate. I had a baby weeks before the semester was over. He let me turn in my work a week after everyone else thank God. We had to make a book and turned in a portfolio. Easy teacher just a lot of work.,4.0,2.0,David Parsons
6397,"He is so disappointing. I used to love this class, and I was among the best students in his class; but now I have the worst memory in my mind. I don't want to say more about the bad points you will encounter if he would be your teacher, but you will be disappointed.",3.5,5.0,David Parsons
6398,He is so so boring..do not take on saturdays he will have you make a book for the final which sounds easy but its not because you have to use all the techniques he showed you which by the way were excruciating to listen...i say stay away unless you can handle someone talking about art in a very slooooow manner...BORING,4.0,1.0,David Parsons
6399,I wish didn't have to take this class. I felt like I drew the same trees for most of the semester and it bored me to tears. I suck at art & I still wished we did something more challenging. Most of the projects are geared toward 3-d for 1/2 of the semester(??) He's nice but you do not leave feeling you learned anything.,1.5,1.0,David Parsons
6400,"Breaks up the lecture into mini videos which made it more appealing to watch. Class consists of weekly discussion posts, small writing assignment, midterm, and final. No need for textbook. Write down everything she says in lecture vids and memorize. Questions on exams can be vague and require some thinking but not too bad. Interesting course!",3.0,2.0,Dana Mukamel
6401,"recorded lecture videos are given but they barely help with the midterm and final. midterm and final are tricky so know small details of concepts covered. really unresponsive to emails. one class project that's ez and u have to attend the synchronous session that day. i didnt read, just watched lectures and i did well",2.0,3.0,Dana Mukamel
6402,"The class grading is only based on weekly discussion posts, one easy project, midterm, and final. The midterm and final weighs heavily on your grade. Don't be afraid to take this class just make sure you study for the exams. The TA's run the class, there was never really any connection with the class and the professor.",3.0,3.0,Dana Mukamel
6403,"Prof. Dana is amazing! Her lectures are informative, you can really learn much helpful knowledge from lectures. She is also a very kind person, feel free to ask her questions related to class, she will explain clearly for you!",5.0,3.0,Dana Mukamel
6404,"I took her for PH122 and I felt that it was a fairly easy class as long as you study. Going to lecture helped me retain the information even though it can get pretty boring, but it's very straightforward! Midterm and final comes from understanding the slides. Her tests consists of multiple choice and short responses in which is graded by the TAs.",4.0,1.0,Dana Mukamel
6405,"Overall, fair class. You don't need Econ nor the book. Just go to lecture and type everything she says. Memorize those facts. And you're tested on that. Don't worry. All these reviews are inaccurate. My friends and I got A's in the class. MC is tricky because it's ""mark all that apply"". But it's not too bad. Short answers are fair.",3.0,3.0,Dana Mukamel
6406,"She is not that bad. NO ECON REQ OR DONE in this class. Material came straight from powerpoints. The MC was terrible bc it was circle all that apply but the SA was fine if you read her PPT and somewhat listened to her during lecture. 2Quiz 1MT& Final, she curves at the end. Didnt do extra work and got an A",3.0,2.0,Dana Mukamel
6407,"Econ20a will prepare you for this class, which is why I did so well comparatively. Midterm questions are vague. It asks one thing but she wants another answer that wasn't discussed in class. Question says ""Discuss"" a quote,but she doesnt mean proscons,she means is it truefalse. Students were very unprepared. Class did horribly on all tests.",3.0,4.0,Dana Mukamel
6408,"Midterm had a bunch of curve-ball questions that asked for details that were NOT in her lecture slides. Final is ""cumulative"" but only focuses on material after midterm. It was surprisingly 10x easier than the midterm because questions were straightforward from lecture slides. Tests are MC (requires to circle ALL that apply) and Short Answers.",3.0,4.0,Dana Mukamel
6409,"Its like the class sets you up to FAIL on the TESTS. The lecture material was VAGUE.  What was on the midterm asks for MORE DETAIL than what was lectured. A LOT wasnt even mentioned in the lecture PowerPoints at all! Class mean for the 2 quizzes & the midterm was a 68! Curves class at end, not each individual testquiz. Final is cumulative. ",2.5,5.0,Dana Mukamel
6410,"She knows her info, but it's a confusing topic to begin with so you just get more confused. Typewrite everything she says! Ppts are kinda disorganized. Txtbk is not mandatory but good reference. She's the only one who teaches this class (only winter qtrs). Quizzes, midterms, final are multiple choice and short answer (need to be specific)! ",2.0,4.0,Dana Mukamel
6411,"Midterm was horrible. Average was 60%. A few questions were not even discussed in the book or in the slides! so pay attention to what she speaks of. Quizzes are straight forward and class project is easy. The final was much better than the midterm, it focused mostly on topics after midterm.",1.0,4.0,Dana Mukamel
6412,"This class almost sets you up to fail. There is a review session for the midterm, yet not a single thing taught in the session was involved in the midterm. There really is no way of preparing for the midterm unless you know every detail of everything. Seriously. TA's are useless, they confuse you more than anything.",1.0,5.0,Dana Mukamel
