,text,quality,difficulty,prof_name
1018,"Gives us quizzes for homework. That's not the problem though, it is the fact that he doesn't teach well... at all. Complained to the department but they haven't done anything. DO NOT TAKE HIS CLASS.",1.0,5.0,Zhaokun Wu
1019,"We gave this professor multiple chances to lecture properly. Half way into the semester and he continues to read off the slides. He tells us we have to learn the material on our own. When my classmates would ask him for an explanation on how to balance equations or to give us examples on how to do the material from the homework, he cannot explain.",1.0,5.0,Zhaokun Wu
1020,"I cannot express how bad this class was. Day one, he tried to gauge how intelligent the class was, overall very condescending. Day 2 review matieral not relevant to class, Day 3, Continued lecture. He barely covered rocket propulsion and was all over the place. He'd derive things incorrectly. graded exams on spot. unqualified. waste of asemester",1.0,3.0,Sina Aboutorabi
1021,"Worst professor I have ever taken in both my undergrad and graduate career. Lectures are unorganized and incoherent. Showed up 30 minutes late to the final. Changed the midterm rules 5 hours before the midterm. Sloppy handwriting. Never returned homeworks, or midterm. Doesn't explain concepts or equations in lecture; learned nothing from him.",1.0,2.0,Sina Aboutorabi
1022,"The class was a total JOKE, respectfully. Seems hard at first because you get HW, 1 Midterm, 2 Quizzes, 1 Final & Extra Credit project. Midterm problems are identical to HW (which is online) & the final was online (answers on Chegg). Copies from solution manuals during lectures, cancels class & arrives late all the time & posts grades 2 weeks late.",2.0,1.0,Sina Aboutorabi
1023,Doesn't care about teaching and cancelled 3 weeks worth of class. He then proceeded to have make up classes during the weekend which most students couldn't make. He got mad at the students that couldn't show up and would get mad when asked for help then would insult the school. Grades have been due and our class haven't gotten it yet.,1.0,4.0,Sina Aboutorabi
1024,"Shows up 15-30 mins late to EVERY lecture, and wastes your time. Tests are nothing like what is covered in class or in the 2 hw sets. Lectures are scattered and make no sense. I'll get an A, but I didn't learn anything from this professor. I'm a 4.0 masters student, and Sina is the worst professor I've ever had. He's gonna need a new job soon!",1.0,1.0,Sina Aboutorabi
1025,"No passion for teaching, doesn't seem to care if students are learning anything of value. Sits at the front of class for 3 hours writing equations with very little explanation. Rocket propulsion is apparently basic chemistry and thermo all over again. Do not take this class, it's a waste of a senior elective when he's teaching it.",1.0,3.0,Sina Aboutorabi
1026,The other guy got it wrong. He changed the rules of the exam 5 hours before the exam. He was 30 minutes late the day of the midterm. Constantly makes fun of students who make mistakes. Terrible handwriting. No enthusiasm in teaching. Constantly goes over the class time on a 2 hour 45 min class that ends at 9:45 PM.,1.0,5.0,Sina Aboutorabi
1027,"Take Sina if you want the rules changed a day before a exam. Take Sina if you want to be misguided. Take Sina if you want to hear bad things about your school if its not rich. Take Sina if you want to waste a semester. Take Sina if you want to see a professor ""teach"" for just a quick paycheck.",1.0,5.0,Sina Aboutorabi
1028,"She seems very nice, and I feel bad saying this, but she is very boring. This class was extremely hard to stay awake in, let alone pay any attention in. I feel as though I have not learned much from this class. She does not provide clear expectations of papers. There are also only a couple of graded assignments within this class.",2.0,3.0,Katharine White
1029,"I took his online class and I would NOT recommend taking it unless you enjoy suffering. He only allows 5 mins for each quiz. FIVE MINUTES with 10 -15 questions. Online video lectures were very long (2-3 hours). The test itself was easy since we had MORE time than 5 minutes ! His class is easy, just be prepared for literally short times quizzes.",2.0,1.0,W. Mask
1030,"She takes her job too seriously, her test doesn't match the lectures, her slideshows are horrible she tells you the definition by mouth instead of giving you the one she will use on the test. Expects you to apply terms to real-world situations.",1.0,2.0,Maegan Collins
1031,Has questions on exams that were not in the lectures or reviews. Exams reward strict memorization rather than understanding of material.,1.0,4.0,Maegan Collins
1032,She only gave us four exams and a written assignment. Give us lectures then take a test where much of the material wasnt on the exam.,2.0,3.0,Maegan Collins
1033,I don't know if it is the class or the teacher but this was the most boring class I have ever taken. He did not have any material to teach us so instead he would make us do weekly reading responses then we would spend 2 HOURS going over them in class. Biggest waste of time.,2.0,3.0,Daniel Steinhart
1034,"If you take a class with Daniel, you better be prepared for a lot of group projects/presentations and a ton of weekly reading. In the classes I've taken with him, we always do weekly reading responses. These usually consist of 3-4 reading that are 20-40 pages each. Also doesn't allow technology in-class to refer to the readings for discussion.",2.0,3.0,Daniel Steinhart
1035,"As a teacher Dr. Lewis is awful. He is far too lenient on grading students' work, he ""teaches"" every lesson by having the class read definitions from the textbook out loud, shows little-to-no passion or enthusiasm for the course, and he often forgets important dates on the syllabus.",1.0,1.0,Richard Lewis
1036,"I have to say, Richard Lewis the comedian isn't quite as funny, Richard Duller!!",1.0,1.0,Richard Lewis
1037,No Comments,1.0,5.0,Richard Lewis
1038,"He makes fill in the blank and short answer large portions on his tests, and is then super nitpicky about the answers. He also usually only said/wrote the answer once in class, and uses extremely similar phrasing for ideas. You will not get partial credit with him either. No books, all from his head. Better be a mind reader to get that A.",2.0,4.0,Jack Feminella
1039,"Dr. Meadows treats this course like its a 400 level class. She also happens to be very rude, as others have commented on here. Avoid at all costs.",1.0,5.0,Elizabeth Meadows
1040,"Rude. Disrespectful. Im appalled by how this professor treated me. Im usually an all A and B student, but she was impossible to please. I also took AP psych in high school and got a 5 on the test, but these exams my highest score was a 75% . I went in to get help and got yelled at and she assumed I just wasnt trying or studying but I was.",1.0,4.0,Elizabeth Meadows
1041,"I would avoid taking this professor. She treats this class like a graduate class. Her tests are focused on if you know the in depth info, not just definitions. If you do have to take her, then I would definitely be proactive and read and take notes on before you talk about the chapters in lecture.",2.0,4.0,Elizabeth Meadows
1042,One of the most disrespectful professors I've ever had. She sent my whole class an email at the end of the semester telling us how bad we all did and pretty much saying it's all our fault and not hers. I've always been a good paper writer and got C's on all of hers. Wouldn't recommend.,1.0,4.0,Elizabeth Meadows
1043,HORRIBLE! Do not take her class. Did everything she expected on papers and still get horrible grades. This class ruined my GPA. Tests are very difficult and when you meet with her for help she just basically tells you that she cant help you.,1.0,4.0,Elizabeth Meadows
1044,STAY AWAY,1.0,4.0,Elizabeth Meadows
1045,Really tough tests and grader. I write A papers for the enligh department but for her I could not get anything above B-. You can write everything to her standards and still get really poor grades.,2.0,4.0,Elizabeth Meadows
1046,"I am usually an all A type of student, and I received a B- in this class. The papers she makes you write there is no feedback for and simply gives no points for certain sections often. An extremely hard grader. Exams are very difficult even if you read the textbook and study notes as I did still does not guaranteed you know the info needed.",1.5,4.0,Elizabeth Meadows
1047,WORST PROFESSOR EVER! DO NOT TAKE THIS CLASS WITH HER! She grades insanely hard and gives you no chance to save your grade. She is unclear on what she wants you to write in your essays. Even if you turn it in early and fix all of your mistakes she gives you a bad grade! The lowest grade I have ever received! AND SHE IS RUDE IF YOU ASK FOR HELP!,1.0,5.0,Elizabeth Meadows
1048,"Meadows was an awful professor. To the point where I didn't even go to class and tried teaching myself the material. The material itself is really easy, it is the way she presents it and grades that got a student who gets basically all A's and B's a D in her class. Good luck asking questions too, because she comes off rude and disrespectful, too.",2.0,5.0,Elizabeth Meadows
1049,Worst teacher I've ever had. All A student my entire life and had a 4.0 gpa until her class. Barely got a B. Does not teach well.,1.0,5.0,Elizabeth Meadows
1050,"By far the worst teacher I have ever had. She was rude and told me there was nothing she could do to help me study more. The class material isn't hard, but her tests are tricky and I don't know how I just scraped by with a C. I would not recommend her. Look for someone else.",1.0,5.0,Elizabeth Meadows
1051,Elizabeth meadows is the worst professor I have ever had at CMU. I had a 3.6 going into this semester and generally do really well in classes and I ended the semester with a 60%. I even went to her office hours and asked for her help and said based on my scores I wasn't trying hard enough.,1.0,5.0,Elizabeth Meadows
1052,"Meadows is by far the worst professor I had at CMU. Her class is near impossible to pass, I study hard and do my PsychLogs and I still receive bad grades. She is rude to students and not helpful what so ever. I have not had a professor as bad as her ever at CMU. I do not recommend her  or her class!",1.0,5.0,Elizabeth Meadows
1053,The two average ratings you see above dont accurately reflect this professor. One of the worst math professors at pace,1.0,5.0,Safwat Sidhom
1054,Only take this professor if you're very competent in math and already have a preliminary understanding of statistics.,1.0,4.0,Safwat Sidhom
1055,AVOID DON'T TAKE HIM,1.0,5.0,Safwat Sidhom
1056,"lots of hw, and 10 pages exam",1.0,5.0,Safwat Sidhom
1057,"This class is SUPER hard. No exaggeration. He has a really thick accent so you'll never know what he's saying.  He writes TONS of notes and does not explain them unless you ask him to, even when you ask, you still won't get it. Also, he has terrible handwriting, so copying notes is even a struggle. Steer clear of this professor, please!",1.0,5.0,Safwat Sidhom
1058,The worst teacher I have ever met. His class was not clear at all,1.0,3.0,Safwat Sidhom
1059,"Incredibly rude, isnt willing to work with you. Class consists of writing consecutive notes, there is no explanation that goes with it.",1.0,5.0,Safwat Sidhom
1060,"You will need a new notebook less than half way through this course. The guy writes non-stop notes and expects you to understand at the same time. Honestly, if math is NOT your strong suit stay away unless you want to ruin your GPA. Nice guy, horrible professor. Btw, the exams are 8 pages long (not exaggerating).",1.5,4.0,Safwat Sidhom
1061,"Horrible professor with such a heavy accent. Had no idea what he was talking about, and to top it off his handwriting was pure garbage. Statistics shouldn't be hard but professor sidhom made it extremely difficult. Passed with a B but it was a real struggle, I know more than half got below C.",1.0,5.0,Safwat Sidhom
1062,Doesn't allow students to ask questions. Doesn't thoroughly explain. No sympathy for students that were in the hospital or dealing with deaths making them still fully responsible to turn in homework and take exam and scheduled dates. Too much homework that doesn't contribute a great value in overall class grade. Terrible teacher. SWITCH OUT OR DROP,1.0,5.0,Safwat Sidhom
1063,"Chapter tests every week but you do get 3 chances to take the test, however, it is at the testing center which is so inconvenient. He also times how long he teaches for which is 7 minutes. Every class you do group work either questions or figure from book. When we were home he gave 2 3 chapter tests with only 1 try which was so annoying on proctoru",1.0,3.0,Mark Stanton
1064,"The worst class I have ever taken. Exams every single week at the testing center, you get 3 tries though. Need to complete two seminars (invitation only) to even be eligible for an A, one for a B. Clicker quizzes every class. Textbook MANDATORY even to bring to class or you cannot complete assignments. Save yourself and just dont take it.",1.0,5.0,Mark Stanton
1065,"DO NOT TAKE THIS CLASS. SAVE YOURSELF. DO IT FOR YOUR MENTAL HEALTH. JUST DON'T DO IT.  Lectures are awful, powerpoints are not helpful. The textbook is the driest thing I have ever encountered. No continuity in what is gone over in class with weekly exams. Expect to memorize 60+ pages a week to only get a B.",1.0,5.0,Mark Stanton
1066,"Please do not take this class. I'm not a psych BABS reviewing this- I'm not just whining. The grading scheme is operant conditioning, and he's conducting YOUR GRADE as his own experiment. You think you can get ahead- you can't. 60+ pgs of dense readingweek, a testweek. Material is DRY. I had to work harder to get an AA- than my A in BISC403",1.0,4.0,Mark Stanton
1067,"As a student currently enrolled in this class, I truly wish I wasn't. This might actually be the worst class I've ever taken. There is an exam every week which, there are three versions for due to how hard they are and you will inevitably fail the first one. Stanton is unclear and does not help you at all when it comes to lectures. Do Not Bother.",1.0,5.0,Mark Stanton
1068,Worse class ever!!! Thank GOD for the grad TA!! Stanton doesn't care about anything except using class as an experiment!! AVOID THIS CLASS!! Sooo much work!!,1.0,5.0,Mark Stanton
1069,Horrible teacher...never returns any grades so you have NO idea how you are doing in the self-paced class! Talks low and very creepy,1.5,4.0,Mark Stanton
1070,WORST CLASS AND PROFESSOR I'VE EVER HAD - HE DOESN'T TEACH AT ALL. AVOID THIS CLASS.,1.0,4.0,Mark Stanton
1071,Material and prof are SOOOO BORING!!!! Doesn't speak clearly. Creepy. Take self-paced section if at all possible.,1.0,3.0,Mark Stanton
1072,horrible horrible professor... AVOID POINTLESS CLASS,1.0,5.0,Mark Stanton
1073,"Welcome to ""Clueless part II""  If you read and do nuthin else = B (SO boring)",2.0,2.0,Mark Stanton
1074,"This professor just reads out the the book, easy A. But did not learn anything, he spoke more about music than he did math. The math class I took after him I was lost due to lack of prep by Zaino. ...",1.0,2.0,Nicholas Zaino
1075,"I had health complications during the semester that caused me to miss a lot of class, and talked with him to explain this. He told me that hed work with me to help me through the course. Admittedly, it mayve been useful to talk to him more to drill it in his head, because either he just forgot or didnt care at the end of the semester.",1.0,3.0,Nicholas Zaino
1076,"It was difficult to follow him in class. His mood is so calm and boring to be honest. It was easy to get distracted. Had to rely a lot on the textbook. He gives pop quizzes and is more likely to give them back to back if he notices people are starting to miss class. Still, he is fair and willing to help and give his time if you ask.",2.0,3.0,Nicholas Zaino
1077,It's really easy to get an A in his class and the exams are not difficult.,2.0,2.0,Nicholas Zaino
1078,"Zaino is a nice person but a bad instructor. His lectures are unorganized and boring. He is often confused about the slides himself. The homework is harder than what is taught in class. There are pop-quizzes, which makes attendance mandatory. Studying from the textbook is a MUST, since he doesn't really teach in class.  I dont recommend taking it!",1.0,4.0,Nicholas Zaino
1079,"Expect homework which nearly kills you with no help from the professor. He welcomes you in office hours only to tell you to work on your own and the course was designed to make life miserable for students. He should have warned that it is super tough, instead he encouraged everyone to take it, probably to save his ranking. Poor teaching.",1.0,5.0,Nicholas Zaino
1080,"The homework questions were long and tedious it took one a whole week to get them done and he would give the longest problems just to make life hard for students. He would explain the concepts but not help you do the homework which was impossible to do unless you're a genius at Stats. A waste of time, do not take this course, esp with this prof.",1.0,5.0,Nicholas Zaino
1081,"Professor Zaino should have specified that this course is one of the hardest courses ever and unless you are pursuing a degree in Statistics it's best not to take it. He encouraged me to take it and then wouldn't help me with homework problems because he magically expected me to work on my own. One of the worst teachers, expect little to no help.",1.5,5.0,Nicholas Zaino
1082,"Zaino was probably the driest lecturer I've had thus far. He jumped all over the places and we learned topics in isolation, so it was difficult to see how things related. Weekly quizzes, tedious homework and his exams are okay. Recitations aren't that helpful, but go to office hours if you can. Avoid taking this class unless really you have to.",1.5,4.0,Nicholas Zaino
1083,"Avoid taking any class with him! I mean it. He left very mean comment on my project, and I got the lowest grade in the whole college span from nowhere because the contents are actually quite easy for me. Poor lecturer who assigns tedious and useless HW, taking his class wastes your time because you never know what those theories mean. ",1.0,4.0,Nicholas Zaino
1084,Do not take her. It will be a waste of your time.,1.0,5.0,Adelia Williams-Lubitz
1085,She is a horrible teacher. Too much work.,2.0,4.0,Adelia Williams-Lubitz
1086,"Cheryl is a nice enough person, seems very caring in lectures. But doesn't use slides in class, and tests are not related to textbook at all. Is not clear at on what she wants for assignments.",1.0,4.0,Cheryl Warsh
1087,Doesn't teach. Tax is a hard enough course as it is and Daria makes it unbearable. Very slow in getting back to you in regard to anything. Avoid if you can and take John Li,1.0,3.0,Daria Sydor
1088,"She seems really sweet and tries her best. But honestly, the quizzes were the most difficult thing to do. There's not enough time for the amount of questions she gives on them. Midterm and Exam were draining to say the least. The course is already difficult enough, but I at least passed, not very satisfied with it though.",2.0,5.0,Daria Sydor
1089,"During class Daria only goes through 2 to 4 questions per chapter, which is definitely not sufficient enough for students to understand the content properly. Her online quizzes were not quizzes, they were very difficult and cannot be finished on time. She does not set any expectations which makes it hard in a content heavy course.",1.0,5.0,Daria Sydor
1090,"She doesn't care about her students, and constantly puts students down when they don't answer. Expects everyone to understand tax on her level. Midterm and final are much harder than questions in class. Takes whole class to do 2 questions.",2.0,5.0,Daria Sydor
1091,"Tax II is a hard course as it is. When you have someone who degrades the class and unwilling to answer questions, the course becomes next to impossible to get through. Daria goes through few problems in class SLOWLY. Practice the problems weekly - the only way you will pass. Stay on top of course work. Take AFA 817 with another prof if possible.",1.0,5.0,Daria Sydor
1092,"This old lady is just not the right person to teach taxation. Although taxation is a hard course, she is not willing to work through questions step by step. When students ask her questions during the break, she becomes impatient. Whoever is taking taxation 2 during Winter 2020, should let the SAF department aware that Daria needs to be replaced.",1.0,5.0,Daria Sydor
1093,she is the worst proff ever. DO NOT TAKE NO MATTER WHAT!!!!!!!!!!!,1.0,4.0,Daria Sydor
1094,"Daria is a very slow and boring prof, You do not need to attend her classes because her 3 hour lectures are her taking up 4 question from the in class demo questions that is given at the end of every chapter. The midterm was easy but the final was hard. I learned nothing in the classes.",1.0,4.0,Daria Sydor
1095,I had studied from the begining of the semester for the midterm but regret to say that it was hard. But if you know the correct strategy than you can do well. Basically focus on the questions done in class n master them but you also should go back to the text and make notes on those questions done in class this will prepare you for the theory,1.0,1.0,Daria Sydor
1096,"How on earth did this woman become chair of accounting at Ryerson? She should not be allowed to teach this course anymore. She literally called our class ""a bunch of twits"" right to our faces. No courtesy in the classroom. She frequently is rude when answering questions and is overall a very mean person to talk to. No wonder nobody asks for help",1.0,5.0,Daria Sydor
1097,"PRACTICES UNFAIR GRADING.  If you want to be success in ECON 2105, do not take him.  Boldt is not a good professor.",2.0,4.0,David Boldt
1098,Boring,2.0,3.0,David Boldt
1099,Very hard to understand bc of his accent and he doesn't talk loud. If u get him in the fishbowl sit up front or u will not get understand. He is not very thorough of material and speeds thru it. When u ask for help he isn't clear. 60 on a test u will get a 65. If u show up and do hw u will pass but his grading scale is weird. Wouldnt take again.,2.0,3.0,Arnaldo Mazzei
1100,"He is a nice guy, but he is not a thorough Prof. Unless you have had some background  in the statics, I would advise you NOT to take him. He didn't offer extra credit and lots of people were confused during his lectures.  ",1.0,4.0,Arnaldo Mazzei
1101,Never really learned anything in this class. Used Phys I knowledge and extra credit to get by. Aced the first test and bombed the second but still got a 92. Easy but you won't learn anything.,2.0,2.0,Arnaldo Mazzei
1102,HORRIBLE PROFESSOR! AVOID IF YOU CAN. THERE'S NOT MUCH ELSE TO SAY!,2.0,5.0,Arnaldo Mazzei
1103,"Dear friends, run as FAR as you can from this course. Absolutely brutal exams, hard assignments (way too much work for 4% each), and a tough marker on the group case. I'm an A- student typically, and am seriously concerned about failing this class, it is THAT hard. Her midterm had a grand total of 3 questions for 30% of your mark... RUN.",1.5,5.0,Barbara Jamieson
1104,She is tough and the exams do not match what you learn in class. the textbook is not helpful as it only explains the basic concepts. She occasionally says something important in class however she reads her notes word for word.,1.5,5.0,Barbara Jamieson
1105,"brutal. avoid her class at all costs....impossible to understand what she is teaching in class - she jumps around her notes, and her exams are BRUTAL! don't take her class unless you have to!",1.0,5.0,Barbara Jamieson
1106,she is terribly boring and spends the whole class doing useless proofs. her exams are hard - i purposely avoid her classes at all costs.,1.0,5.0,Barbara Jamieson
1107,"She is the worst prof teaching at the UofA bar none. Her tests are not relective of the material covered in class, her assignments are of no use and her posted notes are a joke",1.0,5.0,Barbara Jamieson
1108,"Was a decent prof, however, was very easily distracted during lectures.  Says ""Um"" alot which can be annoying.  Moderate effort will get you a B.  Labs are an easy A if your TA is not a tightwad. Homework is an easy A if you know how to use Google.  Tests require synthesis of knowledge, not discussion of knowledge taught in class.",1.0,2.0,Geoffery Greene
1109,His notes can be confusing. You have to read the book to help get an understanding of the topics. Can't use calculator on tests. Best to try to get a hold of his old tests to help study for the tests. He does curve on the grades.,2.0,4.0,Geoffery Greene
1110,His test is hard and never test on anything from homework!,1.0,5.0,Geoffery Greene
1111,"Tests were all symbolic, 'say you have capacitance= C1 and Inductance= I, what would be the current on Resistor R2', it gets old when you have to go through proofs on the tests",2.0,4.0,Geoffery Greene
1112,"Dr. Rhoads is the nicest guy so I feel bad, but he is the hardest grader on the planet and his exams have material on them that you didn't even learn! He is accessible outside of class and willing to help but it doesn't matter. You can study as hard as you'd like, get tutors, and practice and will still fail the exams unless you're a chem genius.",2.0,5.0,Kevin Rhoads
1113,Worst professor I've ever had he is terrible at explaining and teaching the material and a product of this was literally having the class fail all the exams he gave. If you have to take analytical I pray for you as he is the only option but is terrible.,1.0,4.0,Kevin Rhoads
1114,"Dr. Rhoads is a nice guy, funny, and very approachable. But just something about the way he teaches makes me not absorb anything at all in lecture? I think its more me and the way I learn rather than anything wrong on his part. Very dry lectures, could never pay attention. Took a different prof second semester and grades went from a C- to an A-.",2.0,4.0,Kevin Rhoads
1115,God Bless Dr. Rhoads. He is a great guy but awful prof. My advice to everyone in Analytical chemistry buy a chegg subscription.,2.0,3.0,Kevin Rhoads
1116,not a fair grader. there is no partial credit. you can work as hard as hard as you want and he always throws wrenches into his tests. very upsetting when I get test back and IT WAS GRADED LOWER THAN EXPECTED. I DO NOT RECOMMEND,1.0,4.0,Kevin Rhoads
1117,"Definitely would not recommend if chem is not your forte. He is not at all clear. He puts his slideshows up online, but they don't help at all for the tests because there's so much unnecessary information on them. He's a very sweet man, but would not recommend unless you have a lot of background on the subject.",2.0,5.0,Kevin Rhoads
1118,"Dr. Rhoads is a very nice guy and will go out of his way to help you, however I had a very difficult time fallowing him in class. He was all over the place and was not specific. When he gave us review questions for our test they were not even close to the information on the test. No matter how much I studied I would still do bad from lack of info.",2.0,5.0,Kevin Rhoads
1119,No Comments,1.0,5.0,Kevin Rhoads
1120,"This is the worst class I have ever taken. The program she uses is horrible. The quizes she gives are through Cengage and one wrong click on the page and you get the question wrong. You could do all of the correct steps and it will still count your answer as wrong. She is also very unhelpful, and if you email her for help, dont expect to get it.",1.0,5.0,Cristy Stamps
1121,"Cannot be reached by email. She ignores your questions in class, and moves way too quickly. Does not seem to care about her students. She also locks the door directly after class starts. I remember a student attempted to come in 2 minutes late and she laughed and said ""should we leave him out there?""",1.0,3.0,Cristy Stamps
1122,"Overall this instructor SHOULD NOT be teaching ANY  online classes. She will blame everything on the student, and will not accept any of the responsibility. She is also unwilling to assist a student that requests any type of help from her. Taking a class with her is the same as lowering your standards of learning. She is uncaring.",1.0,5.0,Cristy Stamps
1123,This has been by far the most dumb class I've taken. He will talk and talk about absolutely nothing and miss stuff that is on the test. He's a good guy but honestly all the tests are terrible.,1.0,4.0,H. Abeh
1124,"Very good person but very hard to understand. He is all over the place, coming in and out of the textbook, sometimes using it but then crafting his own thought as well. Never gave any homework only quizzes. No tests or final.",1.0,4.0,H. Abeh
1125,"Thick African Accent, very hard to understand, but it is also very amusing as he runs around the room, screams at the top of his lungs and stomps on the ground...The weather aspect of the class is not there. If you wanna learn something take DiMaio i loved his class....I got a B in Abehs class, there was some take home work, and alot of quizzes.",1.0,3.0,H. Abeh
1126,"Never to take again. Gets upset when you dont understand something and expects you to know subject material before the class, even though you never know what that would be. Quizzes almost everyday and your grade is based solely on the tests and quizzes for both lecture and lab. Uses the book but tests are on what he says in class, none book related",2.0,4.0,H. Abeh
1127,"He is loud and he talks very fast and not clear at all, he can be very theatrical or wimsical when explaining things which can make it fun at times. He never remembers his students, it was an easy A for me though.",1.5,2.0,H. Abeh
1128,"he doesnt care about students.  he thinks the world revolves around him.  he is funny, but you will barely remember anything he ""teaches"" 5 mins after class. He is not ment to be a teacher.  just go to class and fill in some bubbles on the scantron and you got a B",1.5,4.0,H. Abeh
1129,laugh at his stories and jokes and you'll get an A,1.0,2.0,H. Abeh
1130,"You'll hear nothing but horror stories about him, but you're essentially guaranteed a B. Additionally, taking Abeh is a two-decade tradition for Aviation majors at Lewis, and to skip him for Merzlock or (God forbid) Schaeffer is just a shame.",1.0,2.0,H. Abeh
1131,Hilarious Teacher - doesnt use book at all though in his teaching. Dont know what hes saying but theres a huge curve so as long as you skim the material I promise a B,1.5,3.0,H. Abeh
1132,"Abeh was pretty easy, if he knew your name you you were golden!  Take good notes for test prep.  If you take him for Aviat. Leg. he will tell you all sorts of irrelevant crazy info, like how to get out of a speeding ticket!",2.0,3.0,H. Abeh
1133,"Very unprofessional.  Berated and humiliated me in front of the entire class after misreading one of my written answers (he mistook an ""A"" for  ""4"").   Even after he realized that he was mistaken and my answer was correct, continued to berate me on this and subsequent occasions.  Really seemed to have it in for me.  Avoid if at all possible!",1.0,4.0,Sam Saffer
1134,"Christopher Armstrong is one of the worst professors I have ever had. I have no respect for him and intentionally look for soc classes without him as the prof. A prof has never made me feel so dumb and incapable of myself and my abilities. I passed the class, but it was a terrible experience. I felt I could not come to him w questions. Avoid him.",1.0,1.0,Christopher Armstrong
1135,"He would rant about random things that had nothing to do with class. He has his ""lunch bunch"" that is very creepy and unprofessional. Not a good professor but I did learn a lot from the class just from the readings. Never from his lectures.",1.0,4.0,Christopher Armstrong
1136,"He is very disrespectful, I called him out for it and placed blame on me for not paying attention in class. When you do pay attention in class you notice he rambles about nothing and doesn't stay on topic about assignments, speaking on assignments he changes due dates and topics frequently and when you as for help he tells you to pay attention.",1.0,5.0,Christopher Armstrong
1137,"Horrible, I regret taking this class. He very opinionated, waste time talking about random things, get angry when you call him out for not doing his job properly, not encouraging towards his Students rather put them down for asking a question or giving their opinions, he not welcoming and he's very rude I just couldn't for it to be over!!",1.0,5.0,Christopher Armstrong
1138,"This professor is really rude and doesn't see, like the type to help you outside of class. I would not recommend him as a professor",1.0,5.0,Christopher Armstrong
1139,"I am so upset that I had Dr. Armstrong as a professor. I felt so disrespected and uncomfortable. He is rude to his students and obviously picks favorites. I felt like I could never come to him with anything, he was also my advisor and I had to switch. Even if you aren't a sensitive person, no professor should treat their students like this.",1.0,4.0,Christopher Armstrong
1140,Very opinionated and rude. Does not care what he says. Makes you feel horrible after leaving his class,1.0,4.0,Christopher Armstrong
1141,Very opinionated and does not care he he says. I dont know why he works at Bloomsburg if he talks about how much the students are not great. He also talks about other professors doing poorly. Very unprofessional professor in my eyes,1.0,4.0,Christopher Armstrong
1142,"Dr. Armstrong is a smart guy. He has been around and knows sociology like the back of his hand. I learned a lot about social class and society. But this was by far my worst class In Bloomsburg. His class overwhelmed me with anxiety, rude, derails from what he's talking about in lectures, he judges far too quickly, I leave the class feeling worse.",1.0,4.0,Christopher Armstrong
1143,Good lectures. I leave feeling worse about myself though. Never considered myself to be a sensitive person. He has said negative things directed towards me. Shows favoritism and very judgmental. I felt it from the start but wanted to challenge myself but its hard when he talks down to the class like saying he was dumbing it down for the class.,2.0,5.0,Christopher Armstrong
1144,"I took Armstrong's class for Sociology. He is super opinionated. He puts down everyone, and only ever lectures. He repeats himself a lot, and isn't the most understanding professor. Lots of writing and reading.",1.0,4.0,Christopher Armstrong
1145,"There are only 2 O-chem instructors at WSU. However, it terms of difficulty, Dr. Burns' exam is more tolerable than Dr. Groutus'. Professor Burns is very knowledgeable in the subject. He uses examples on the board but does not explain the process of the reactions step-by-step. Instead, you see him keep on writing the reaction with no demonstration.",1.0,4.0,Dennis Burns
1146,"He made me hate chemistry, the guy is so knowledgeable that he think on a different level than us and therefore can't explain anything. Test are difficult and have questions that aren't from the book. Doesn't explain things clearly nor does he care about students. He is literally the worst teacher I've ever had in my life.",1.0,5.0,Dennis Burns
1147,"Worst teacher I've had (out of 90+ credit hours). Terrible at explaining things. Jumps around during his lectures. Very unorganized. He claims that you have to understand and learn the material, but really you're just memorizing reactions the whole time. He doesn't give many examples and misleads you about what will be on the test. Read the book.",1.5,5.0,Dennis Burns
1148,"Dr. Burns is the worst instructor I have had.  I have had several because I am working on my second degree.  His teaching ability is subpar.  His tests are from an old source and are nothing like the 20+ hours of homework a week he assigns or unclear lectures.  Also, the massive amount of homework is not graded, so it will not help your grade.",1.0,5.0,Dennis Burns
1149,"He is unclear, unorganized, and unwilling to help. He was rude to students in class and seems to be more interested in his research than with actually teaching the material in a manner that his students understand. Over half my class dropped, and over half of the ones that did not drop failed.",1.5,5.0,Dennis Burns
1150,"Do not take any promises from him. He talks, but he does not deliver.",1.5,3.0,Dennis Burns
1151,DO NOT take class from this professor. He was the worst instructor I have ever had. I had to teach myself all of the class content from the text.,1.5,5.0,Dennis Burns
1152,"She has absolutely no sympathy for anyone's problems. She cares only about herself and not her students. It's too bad she'll be teaching more next year, I feel bad for you people who have her in the future.",1.0,5.0,Caroline Carvill
1153,No Comments,1.0,5.0,David Rogner
1154,No Comments,1.0,5.0,Joe Ashcroft
1155,"Make sure that you read the books for his class. He will ask you in-depth questions from the reading materials. If you haven't read, he will definitely humiliate you in front of the whole class!!!",2.0,4.0,Joe Ashcroft
1156,He has no idea what he is doing. Extremely confusing and rude. His notes are chicken scratch.,1.0,4.0,Zevi Miller
1157,"Late to class, graded based on relative standing because everyone would get 40's on the exam, so you wouldn't even have a clue as to what your grade could be until after the finals are submitted. He would rant about things and lose track of time. We had a midterm a week before the final since he forgot to give one. Stay away from this professor",1.0,4.0,Zevi Miller
